infobel_url,scrape_date,business_name,address,postal_code,city,category,phone,email,website,tva,hours,financial_url,financial_company_name,financial_registered_office,financial_creation_date,financial_tva,financial_fiscal_year,financial_administrators,position,first_name,last_name,financial_nacebel,financial_employee_count
https://www.infobel.com/fr/belgium/wokman/liege/BE100225696-042505650/businessdetails.aspx,2026-07-29,Wokman à Liège,Rue Pont d'Avroy 20 4000 Liège LIEGE,4000,Liège,,0489 00 12 42; 04 250 56 50,,https://www.facebook.com/Wokman-1730441577178208/?hc_ref=PAGES_TIMELINE&fref=nf,BE1018574531,Lu: 11:00-23:00; Ma: 11:00-23:00; Me: 11:00-23:00; Je: 11:00-23:00; Ve: 11:00-23:00; Sa: 11:00-23:00,https://www.infobel.com/fr/belgium/financial/vat/BE1018574531,Wokman,Rue Pont d'Avroy 20 4000 Liège LIEGE,10/01/2025,BE1018574531,,Liang Sun,Administrateur,Liang,Sun,Restauration à service complet,
https://www.infobel.com/fr/belgium/le_venitien/liege/BE100143605-043550801/businessdetails.aspx,2026-07-29,Le Vénitien à Liège,Rue de Herve 61 4030 Liège LIEGE,4020,Liège,,04 355 08 01,,https://lemontecassino.be/,BE2323139904,,https://www.infobel.com/fr/belgium/financial/vat/BE2323139904,Montecassino,Rue de Herve 61 4030 Liège LIEGE,19/05/2021,BE2323139904,,,,,,Activités de traiteur événementiel,
https://www.infobel.com/fr/belgium/la_patisserie_vegan/liege/BE106575541/businessdetails.aspx,2026-07-29,La Pâtisserie Vegan à Liège,Rue Vieux Chemin de Jupille 14 4610 Beyne-Heusay LIEGE,4000,Liège,,0470 81 65 36,lapavegan.liege@gmail.com,http://lapatisserievegan.be/,BE0769358864,Ma: 08:00-17:00; Me: 08:00-17:00; Je: 08:00-17:00; Ve: 08:00-17:00; Sa: 08:00-17:00; Di: 08:00-17:00,https://www.infobel.com/fr/belgium/financial/vat/BE0769358864,Bastille Nicolas,Rue Vieux Chemin de Jupille 14 4610 Beyne-Heusay LIEGE,04/06/2021,BE0769358864,31/12/2024,Nicolas Bastille,Administrateur,Nicolas,Bastille,Fabrication artisanale de pain et de pâtisserie fraîche,"6 (2024) 2022 2023 2024 0 1 2 3 4 5 6 7 8 9 10 6 4 6 Marge Brute4 432 € (2024) 2022 2023 2024 -35,000 € -30,000 € -25,000 € -20,000 € -15,000 € -10,000 € -5,000 € 0 € 5,000 € 10,000 € -29,647 -16,200 4,432"
https://www.infobel.com/fr/belgium/cabale/liege/BE106162415-042536763/businessdetails.aspx,2026-07-29,Cabale à Liège,Rue des Mineurs 6 4000 Liège LIEGE,4000,Liège,,0496 40 22 42; 04 253 67 63,,https://www.facebook.com/cabale.liege,BE0751622613,Lu: 18:30-21:00; Je: 18:30-21:00; Ve: 18:30-21:00; Sa: 18:30-21:00; Di: 12:00-14:00,https://www.infobel.com/fr/belgium/financial/vat/BE0751622613,CABALE,Rue des Mineurs 6 4000 Liège LIEGE,30/07/2020,BE0751622613,31/12/2024,Yann Stroobant; Tinatin Beridze,Administrateur,Yann,Stroobant,Restauration à service complet,"2 (2024) 2023 2024 0 1 2 3 4 5 6 7 8 9 10 3 2 Marge Brute11 123 € (2024) 2022 2023 2024 0 € 2,000 € 4,000 € 6,000 € 8,000 € 10,000 € 12,000 € 2,193 4,508 11,123"
https://www.infobel.com/fr/belgium/allant_droit_allant_verre/liege/BE105910600-042213924/businessdetails.aspx,2026-07-29,Allant Droit Allant Verre à Liège,Rue Saint-Remy 21 4000 Liège LIEGE,4000,Liège,,04 221 39 24,,https://allant-droit-allant-verre.odoo.com/,BE0734731052,Ma: 16:30-22:00; Me: 16:30-22:00; Je: 16:30-22:00; Ve: 16:30-22:00,https://www.infobel.com/fr/belgium/financial/vat/BE0734731052,Lemaire Sophie,Rue Saint-Remy 21 4000 Liège LIEGE,01/10/2019,BE0734731052,,ophie Lemaire,Administrateur,ophie,Lemaire,Cafés et bars,
https://www.infobel.com/fr/belgium/get_your_mug/liege/BE105509854/businessdetails.aspx,2026-07-29,GET YOUR MUG à Liège,Rue des Carmes 17 4000 Liège LIEGE,4000,Liège,,0471 90 82 63,getyourmug@gmail.com,http://getyourmugcoffee.com/,BE2229374061,Lu: 07:30-17:30; Ma: 07:30-17:30; Me: 07:30-17:30; Je: 07:30-17:30; Ve: 07:30-17:30; Sa: 10:00-17:30,https://www.infobel.com/fr/belgium/financial/vat/BE2229374061,Get Your Mug,Rue des Carmes 17 4000 Liège LIEGE,01/06/2014,BE2229374061,,,,,,"Vente au comptoir ou par téléphone, fax, internet d'aliments et de boissons : croissanteries, crêperies et gaufreries",
https://www.infobel.com/fr/belgium/le_vaudree_4/liege/BE100429072-043850501/businessdetails.aspx,2026-07-29,Le Vaudrée 4 à Liège,Rue des Vennes 38 4020 Liège LIEGE,1233,évaluations),,04 385 05 01; 04 385 05 01,,https://search.infobelpro.com/belgium/fr/liege/liege,BE0871652391,,https://www.infobel.com/fr/belgium/financial/vat/BE0871652391,Le Vaudree 4,Rue des Vennes 38 4020 Liège LIEGE,01/02/2005,BE0871652391,31/12/2024,Yves Albert Marie Collette; Yves Albert Marie Collette; Christine Alice Colette Dirickx,Administrateur,Yves,Albert Marie Collette,"Cafés et bars Marge Brute-11 373 € (2024) 2022 2023 2024 -20,000 € -18,000 € -16,000 € -14,000 € -12,000 € -10,000 € -8,000 € -6,000 € -4,000 € -2,000 € 0 € -3,837 -17,744 -11,373",
https://www.infobel.com/fr/belgium/la_fine_frite/liege/BE100373040/businessdetails.aspx,2026-07-29,La Fine Frite à Liège,Rue de la Cité 5 4000 Liège LIEGE,4000,Liège,,0495 53 22 65,,http://lafinefrite.be/,BE1009093968,,https://www.infobel.com/fr/belgium/financial/vat/BE1009093968,La Fine Frite,Rue de la Cité 5 4000 Liège LIEGE,02/05/2024,BE1009093968,,Kevin Toutsidis,Administrateur,Kevin,Toutsidis,"Restauration à service restreint, à l'exclusion de restauration mobile",
https://www.infobel.com/fr/belgium/simar_jean_michel/liege/BE100373109-042621985/businessdetails.aspx,2026-07-29,Simar/Jean Michel à Liège,,4000,Liège,,04 262 19 85,,http://www.laigledor.beer/,BE2213690547,Lu: 11:00-01:00; Ma: 11:00-01:00; Me: 11:00-01:00; Je: 11:00-01:00; Ve: 11:00-02:00; Sa: 16:00-01:00,https://www.infobel.com/fr/belgium/financial/vat/BE2213690547,,,,,,,,,,,
https://www.infobel.com/fr/belgium/chez_yaya/liege/BE100131341-043431707/businessdetails.aspx,2026-07-29,Chez Yaya à Liège,Rue Roture 27 4020 Liège LIEGE,4020,Liège,,04 343 17 07,,http://www.resto.be/restaurant/liege/4020-liege/3719-yaya-restaurant,BE0457287494,Lu: 18:00-22:00; Me: 18:00-22:00; Je: 18:00-22:00; Ve: 18:00-22:00; Sa: 18:00-22:00; Di: 12:00-15:00,https://www.infobel.com/fr/belgium/financial/vat/BE0457287494,A M Victoire,Rue Roture 27 4020 Liège LIEGE,16/02/1996,BE0457287494,31/12/2024,Houcine Jaara,Administrateur,Houcine,Jaara,"Restauration à service complet Marge Brute-7 055 € (2024) 2022 2023 2024 -20,000 € -15,000 € -10,000 € -5,000 € 0 € 5,000 € 10,000 € 15,000 € 20,000 € -16,565 16,565 -7,055",
https://www.infobel.com/fr/belgium/infobel_kapitol/uccle/BE100005416-023792940/businessdetails.aspx,2026-07-29,INFOBEL à Uccle,Avenue Louise 231 1050 Bruxelles,1050,Uccle,,023792940; 023792988,,http://www.infobel.be,BE0453604761,,https://www.infobel.com/fr/belgium/financial/vat/BE0453604761,Infobel,Avenue Louise 231 1050 Bruxelles,02/11/1994,BE0453604761,31/12/2024,,,,,Activités de conseil en informatique et de gestion d’installations informatiques,"11 (2024) 2022 2023 2024 8 9 9 10 10 11 11 12 10 9 11 Marge Brute1 311 537 € (2024) 2022 2023 2024 0 € 500,000 € 1,000,000 € 1,500,000 € 2,000,000 € 2,500,000 € 3,000,000 € 1,488,892 2,756,988 1,311,537"
https://www.infobel.com/fr/belgium/l_eperon_cercle_royal_equestre_de_liege/liege/BE100660273-043360567/businessdetails.aspx,2026-07-29,L'Éperon - Cercle Royal Équestre de Liège - à Liège,Rue du Vieux Frêne 21 4031 Liège LIEGE,4031,Liège,,0476 35 33 55; 04 336 05 67; 04 336 05 67,,http://www.eperon.be/,BE0406745150,Lu: 09:00-20:00; Ma: 09:00-20:00; Me: 09:00-20:00; Je: 09:00-20:00; Ve: 09:00-20:00; Sa: 09:00-18:00; Di: 09:00-18:00,https://www.infobel.com/fr/belgium/financial/vat/BE0406745150,l'Eperon Royal Cercle Equestre de Liège,Rue du Vieux Frêne 21 4031 Liège LIEGE,31/12/1949,BE0406745150,,Bernadette Brouwers; Bernadette Brouwers; Céline Renkin,Administrateur,Bernadette,Brouwers,Activités des clubs équestres,
https://www.infobel.com/fr/belgium/burger_king/liege/BE105751867-043435584/businessdetails.aspx,2026-07-29,Burger King à Liège,Avenue Louise 231 1050 Bruxelles,4020,Liège,,043435584,infofranchise@burgerking.be,https://www.burgerking.be/fr/stores/#!/l/liege/boulevard-raymond-poincare-7/4720840,BE0453604761,,https://www.infobel.com/fr/belgium/financial/vat/BE0453604761,Infobel,Avenue Louise 231 1050 Bruxelles,02/11/1994,BE0453604761,31/12/2024,,,,,Activités de conseil en informatique et de gestion d’installations informatiques,"11 (2024) 2022 2023 2024 8 9 9 10 10 11 11 12 10 9 11 Marge Brute1 311 537 € (2024) 2022 2023 2024 0 € 500,000 € 1,000,000 € 1,500,000 € 2,000,000 € 2,500,000 € 3,000,000 € 1,488,892 2,756,988 1,311,537"
https://www.infobel.com/fr/belgium/la_ferme_des_carmes/liege/BE107071870/businessdetails.aspx,2026-07-29,La Ferme des Carmes à Liège,Avenue Louise 231 1050 Bruxelles,4020,Liège,,0494 88 20 78,,https://search.infobelpro.com/belgium/fr/liege/liege,BE0453604761,Lu: 10:00-20:00; Ma: 10:00-20:00; Me: 10:00-20:00; Je: 10:00-20:00; Ve: 10:00-20:00; Sa: 10:00-19:00,https://www.infobel.com/fr/belgium/financial/vat/BE0453604761,Infobel,Avenue Louise 231 1050 Bruxelles,02/11/1994,BE0453604761,31/12/2024,,,,,Activités de conseil en informatique et de gestion d’installations informatiques,"11 (2024) 2022 2023 2024 8 9 9 10 10 11 11 12 10 9 11 Marge Brute1 311 537 € (2024) 2022 2023 2024 0 € 500,000 € 1,000,000 € 1,500,000 € 2,000,000 € 2,500,000 € 3,000,000 € 1,488,892 2,756,988 1,311,537"
https://www.infobel.com/fr/belgium/trilogie/liege/BE107002654/businessdetails.aspx,2026-07-29,Trilogie à Liège,Rue des Vennes 42 4020 Liège LIEGE,4020,Liège,,0470 45 36 93,,http://trilogie-restaurant.be/,BE1027143589,Ma: 12:00-13:45; Me: 12:00-13:45; Je: 12:00-13:45; Ve: 12:00-13:45; Sa: 19:00-20:45,https://www.infobel.com/fr/belgium/financial/vat/BE1027143589,Trilogie,Rue des Vennes 42 4020 Liège LIEGE,02/09/2025,BE1027143589,,Jonathan Hernandez Peralta; Quentin Penoit; Thomas Kozera,Administrateur,Jonathan,Hernandez Peralta,Restauration à service complet,
https://www.infobel.com/fr/belgium/wabi_sabi_liege/liege/BE106791426/businessdetails.aspx,2026-07-29,Wabi Sabi Liège à Liège,Boulevard Saucy 9 4020 Liège LIEGE,4020,Liège,,0479 38 60 44,contact@wabisabiliege.be,https://www.wabisabiliege.be/,BE0790873464,Lu: 18:00-22:00; Me: 11:30-22:00; Je: 11:30-22:00; Ve: 11:30-22:00; Sa: 11:30-22:00; Di: 11:30-15:00,https://www.infobel.com/fr/belgium/financial/vat/BE0790873464,WABI SABI CONCEPT,Boulevard Saucy 9 4020 Liège LIEGE,01/10/2022,BE0790873464,,Vincent Renard,Administrateur,Vincent,Renard,Cafés et bars,
https://www.infobel.com/fr/belgium/mange_bois_aime/liege/BE106616785/businessdetails.aspx,2026-07-29,Mange Bois Aime à Liège,Avenue Louise 231 1050 Bruxelles,4000,Liège,,0471 22 56 36,mangeboisaime0@gmail.com,https://www.mangeboisaime.be/,BE0453604761,Ma: 12:00-14:30; Me: 12:00-14:30; Je: 12:00-14:30; Ve: 12:00-14:30; Sa: 12:00-14:30,https://www.infobel.com/fr/belgium/financial/vat/BE0453604761,Infobel,Avenue Louise 231 1050 Bruxelles,02/11/1994,BE0453604761,31/12/2024,,,,,Activités de conseil en informatique et de gestion d’installations informatiques,"11 (2024) 2022 2023 2024 8 9 9 10 10 11 11 12 10 9 11 Marge Brute1 311 537 € (2024) 2022 2023 2024 0 € 500,000 € 1,000,000 € 1,500,000 € 2,000,000 € 2,500,000 € 3,000,000 € 1,488,892 2,756,988 1,311,537"
https://www.infobel.com/fr/belgium/le_shanghai/liege/BE106530746-042222263/businessdetails.aspx,2026-07-29,Le Shanghai à Liège - Rue de la Cathédrale 102,Galerie Cathédrale 102 4000 Liège LIEGE,3470,évaluations),,04 222 22 63; 04 223 00 50,,http://www.leshanghai.be/,BE2083959183,Lu: 12:00-14:30; Me: 12:00-14:30; Je: 12:00-14:30; Ve: 12:00-14:30; Sa: 12:00-14:30; Di: 12:00-14:30,https://www.infobel.com/fr/belgium/financial/vat/BE2083959183,Le Shanghai,Galerie Cathédrale 102 4000 Liège LIEGE,28/10/1997,BE2083959183,,,,,,Restauration de type traditionnel,
https://www.infobel.com/fr/belgium/kiosq_comptoir_traiteur/liege/BE106041283-042574656/businessdetails.aspx,2026-07-29,Kiosq - Comptoir Traiteur à Liège,Rue du Puits 1 /a 4000 Liège LIEGE,4000,Liège,,04 257 46 56,info@kiosq.be,http://www.kiosq.be/,BE2302880067,Ma: 10:00-19:00; Me: 10:00-22:00; Je: 10:00-22:00; Ve: 10:00-22:00,https://www.infobel.com/fr/belgium/financial/vat/BE2302880067,Kiosq,Rue du Puits 1 /a 4000 Liège LIEGE,01/09/2020,BE2302880067,,,,,,Restauration à service complet,
https://www.infobel.com/fr/belgium/le_lion_d_or/liege/BE105862305-043530439/businessdetails.aspx,2026-07-29,Le Lion D'Or à Liège,Place Delcour 5 4020 Liège LIEGE,4020,Liège,,0492 05 08 15; 04 353 04 39,,https://www.facebook.com/Liondorrr/,BE0691600201,Lu: 10:00-22:00; Ma: 10:00-22:00; Me: 10:00-22:00; Je: 10:00-22:00; Ve: 10:00-22:00; Sa: 15:00-22:00; Di: 10:00-22:00,https://www.infobel.com/fr/belgium/financial/vat/BE0691600201,Woitiez Margot,Place Delcour 5 4020 Liège LIEGE,01/03/2018,BE0691600201,,Margot Woitiez,Administrateur,Margot,Woitiez,Cafés et bars,
https://www.infobel.com/fr/belgium/cpas_de_liege/liege/BE105186480-042205811/businessdetails.aspx,2026-07-29,CPAS de Liège à Liège,Avenue Louise 231 1050 Bruxelles,4000,Liège,,04 220 58 11; 04 223 61 23,,http://www.cpasdeliege.be/,BE0453604761,Lu: 09:00-12:00; Ma: 09:00-12:00; Me: 09:00-12:00; Je: 09:00-12:00; Ve: 09:00-12:00,https://www.infobel.com/fr/belgium/financial/vat/BE0453604761,Infobel,Avenue Louise 231 1050 Bruxelles,02/11/1994,BE0453604761,31/12/2024,,,,,Activités de conseil en informatique et de gestion d’installations informatiques,"11 (2024) 2022 2023 2024 8 9 9 10 10 11 11 12 10 9 11 Marge Brute1 311 537 € (2024) 2022 2023 2024 0 € 500,000 € 1,000,000 € 1,500,000 € 2,000,000 € 2,500,000 € 3,000,000 € 1,488,892 2,756,988 1,311,537"
https://www.infobel.com/fr/belgium/riva_brasserie/liege/BE104920343-042222723/businessdetails.aspx,2026-07-29,Riva brasserie à Liège,Esplanade Albert Ier 7 4000 Liège LIEGE,4000,Liège,,0475 25 55 72; 04 222 27 23,info@riva-brasserie.com,http://www.riva-brasserie.com/,BE0630762789,Lu: 12:00-14:30; Ma: 12:00-14:30; Me: 12:00-14:30; Je: 12:00-14:30; Ve: 12:00-14:30; Sa: 12:00-14:30; Di: 12:00-14:30,https://www.infobel.com/fr/belgium/financial/vat/BE0630762789,GF 2,Esplanade Albert Ier 7 4000 Liège LIEGE,21/05/2015,BE0630762789,31/12/2024,,,,,Restauration à service complet,"14 (2024) 2022 2023 2024 0 2 4 6 8 10 12 14 16 10 14 14 Marge Brute305 € (2024) 2022 2023 2024 0 € 10,000 € 20,000 € 30,000 € 40,000 € 50,000 € 60,000 € 51,526 16,978 305"
https://www.infobel.com/fr/belgium/point_chaud/liege/BE101961910-042525216/businessdetails.aspx,2026-07-29,Point Chaud à Liège - Rue Saint-Gilles 445,Rue Saint-Gilles 445 4000 Liège LIEGE,4000,Liège,,04 252 52 16; 04 252 52 82,info@pointchaud.be,http://www.pointchaud.be,BE0663916104,Lu: 06:00-18:00; Ma: 06:00-18:00; Me: 06:00-18:00; Je: 06:00-18:00; Ve: 06:00-18:00; Sa: 06:00-17:00; Di: 07:00-18:00,https://www.infobel.com/fr/belgium/financial/vat/BE0663916104,Point Chaud,Rue Saint-Gilles 445 4000 Liège LIEGE,06/10/2016,BE0663916104,31/12/2024,Gaetano Lavuri,Administrateur,Gaetano,Lavuri,"Restauration à service restreint, à l'exclusion de restauration mobile","9 (2024) 2022 2023 2024 0 2 4 6 8 10 12 8 11 9 Marge Brute05 € (2024) 2022 2023 2024 0 € 1,000 € 2,000 € 3,000 € 4,000 € 5,000 € 6,000 € 7,000 € 8,000 € 9,000 € 10,000 € 5,573 9,204 5"
https://www.infobel.com/fr/belgium/le_shanghai/liege/BE100498698-042222263/businessdetails.aspx,2026-07-29,Le Shanghai à Liège,Rue Charles Magnette 104 4000 Liège LIEGE,3432,évaluations),,04 222 22 63; 04 223 00 50,,http://www.leshanghai.be/,BE0436143771,Lu: 12:00-14:30; Me: 12:00-14:30; Je: 12:00-14:30; Ve: 12:00-14:30; Sa: 12:00-14:30; Di: 12:00-14:30,https://www.infobel.com/fr/belgium/financial/vat/BE0436143771,Restaurant Le Shangai,Rue Charles Magnette 104 4000 Liège LIEGE,21/12/1988,BE0436143771,31/12/2024,Pin Chou Pai; Zhao Pai Pin; Pin Chou Pai,Administrateur,Pin,Chou Pai,"Commerce de détail de boissons, assortiment général Marge Brute1 887 € (2024) 2022 2023 2024 0 € 10,000 € 20,000 € 30,000 € 40,000 € 50,000 € 60,000 € 70,000 € 80,000 € 69,508 51,924 1,887",
https://www.infobel.com/fr/belgium/brasserie_toussaint/liege/BE100131235-043436998/businessdetails.aspx,2026-07-29,Brasserie Toussaint à Liège,Rue Ernest de Bavière 1 4020 Liège LIEGE,2060,évaluations),,0493 15 83 53; 04 343 69 98,brasserie@letoussaint.be,http://www.letoussaint.be/,BE0460018936,Lu: 10:00-22:30; Ma: 10:00-22:30; Me: 10:00-22:30; Je: 10:00-22:30; Ve: 07:00-23:00; Sa: 10:00-23:00; Di: 10:00-22:30,https://www.infobel.com/fr/belgium/financial/vat/BE0460018936,Toussaint Ier,Rue Ernest de Bavière 1 4020 Liège LIEGE,29/01/1997,BE0460018936,31/12/2024,Annia Szczepaniec; Franciszek Karczewski,Administrateur,Annia,Szczepaniec,Cafés et bars,"13 (2024) 2022 2023 2024 0 2 4 6 8 10 12 14 5 12 13 Marge Brute74 094 € (2024) 2022 2023 2024 -150,000 € -100,000 € -50,000 € 0 € 50,000 € 100,000 € 54,150 -131,894 74,094"
https://www.infobel.com/fr/belgium/pentahotel_liege/liege/BE100127891-026203424/businessdetails.aspx,2026-07-29,Pentahotel Liège à Liège,Boulevard de la Sauvenière 100 4000 Liège LIEGE,7184,évaluations),,02 620 34 24; 04 221 77 01,info.liege@pentahotels.com,https://www.pentahotels.com/hotels/belgium/liege,BE2309861691,Lu: 15:00-21:45; Ma: 15:00-21:45; Me: 15:00-21:45; Je: 15:00-21:45; Ve: 15:00-21:45; Sa: 15:00-21:45; Di: 15:00-21:45,https://www.infobel.com/fr/belgium/financial/vat/BE2309861691,Pentahotel Liège,Boulevard de la Sauvenière 100 4000 Liège LIEGE,17/11/2020,BE2309861691,,,,,,Activités de soutien combinées pour les installations,
